month,ticker,analysis_date,close,state,weekly_state,trend,divergence,trinity_signal,confidence,trinity_buy,quant_gt_return,quant_gt_profit,verdict,action_summary,key_risk,error
2022-04,AA,2022-04-01,86.5625,中性偏弱,强,bullish,none,buy,low,YES,-26.93,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $71.34 附近黄,
2022-04,HAL,2022-04-01,35.3494,中性偏弱,强,bullish,none,hold,medium,no,-7.14,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.34（至近端压力 $37.12 仅 1.77 点，止损距离 5.13 ,
2022-04,DVN,2022-04-01,49.6757,中性偏弱,强,bullish,none,buy,low,YES,-3.23,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $44.85 附近黄金棒确认再入场；风险收益比极差 0.05（至,
2022-04,CVX,2022-04-01,138.5704,中性偏弱,强,bullish,none,buy,low,YES,-3.97,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $123.25 附近黄金棒确认再入场；风险收益比 0.59（近端,
2022-05,OXY,2022-05-02,54.6322,中性偏弱,强,bullish,top,hold,medium,no,29.53,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.11（至近端压力 $57.91 仅 3.28 点，止损距离 30.16,
2022-05,EQT,2022-05-02,37.0625,中性偏弱,强,bullish,none,buy,low,YES,22.83,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $29.71 附近黄金棒确认再入场；风险收益比 0.30（近端压,
2022-05,HAL,2022-05-02,32.9488,极弱,中性偏弱,mixed,top,hold,low,no,16.1,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-05,AA,2022-05-02,63.1977,弱,中性偏弱,mixed,none,hold,medium,no,-8.75,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$67.36）在当前价$63.20上方6.6%，价格已跌穿黄金棒信号区，多头支撑信,
2022-05,BKR,2022-05-02,28.0508,弱,中性偏弱,mixed,none,hold,medium,no,18.84,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$33.78）在当前价$28.05上方20.4%，价格已跌穿黄金棒信号区，多头支撑,
2022-06,EQT,2022-06-01,46.9467,强,强,bullish,none,buy,medium,YES,-27.92,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $36.26 附近黄金棒确认再入场；风险收益比极差 0.17（至,
2022-06,OXY,2022-06-01,65.9897,强,强,bullish,none,buy,medium,YES,-15.88,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $56.50 附近黄金棒确认再入场；风险收益比极差 0.08（至,
2022-06,VLO,2022-06-01,117.7103,中性偏弱,强,bullish,none,buy,low,YES,-17.29,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $97.51 附近黄,
2022-06,CTRA,2022-06-01,,,,,,SKIP,,,-25.24,,,,,历史数据不足（<60日）
2022-06,HAL,2022-06-01,38.0437,强,中性偏弱,bullish,top,buy,medium,YES,-22.98,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $34.49 附近黄金棒确认再入场；风险收益比极差 0.01（至,
2022-07,EQT,2022-07-01,32.3065,弱,中性偏弱,mixed,none,hold,medium,no,23.32,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$36.05）在当前价$32.31上方11.6%，价格已跌穿黄金棒信号区，多头支撑,
2022-07,VLO,2022-07-01,95.8911,弱,中性偏弱,mixed,none,hold,medium,no,1.15,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-07,OXY,2022-07-01,56.7445,弱,中性偏弱,mixed,none,hold,medium,no,9.7,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.30（至近端压力 $66.40 仅 9.66 点，止损距离 32.27,
2022-07,CTRA,2022-07-01,,,,,,SKIP,,,15.23,,,,,历史数据不足（<60日）
2022-07,MPC,2022-07-01,77.4829,弱,中性偏弱,mixed,none,hold,medium,no,8.46,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$80.66）在当前价$77.48上方4.1%，价格已跌穿黄金棒信号区，多头支撑信,
2022-08,EQT,2022-08-01,39.8858,强,中性偏弱,bullish,none,buy,medium,YES,9.55,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $38.60 附近黄金棒确认再入场；风险收益比 0.44（近端压,
2022-08,RBA,2022-08-01,67.1087,强,强,bullish,none,buy,medium,YES,-3.59,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.21（至压力 $68.62,
2022-08,MNST,2022-08-01,49.245,强,强,bullish,none,buy,medium,YES,-10.63,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比 0.47（近端压力 $51.71 ,
2022-08,LLY,2022-08-01,313.5698,中性偏弱,强,bullish,none,buy,low,YES,-8.09,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.11（至压力 $318.4,
2022-08,VICI,2022-08-01,27.425,强,强,bullish,none,buy,medium,YES,-3.61,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.24（至压力 $28.80,
2022-09,SMCI,2022-09-01,6.33,中性偏弱,强,bullish,none,buy,low,YES,-11.42,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $5.32 附近黄金棒确认再入场；风险收益比 0.64（近端压力,
2022-09,ALNY,2022-09-01,211.25,中性偏弱,强,bullish,none,hold,medium,no,-0.79,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2022-09,RBA,2022-09-01,65.6532,中性偏弱,强,bullish,top,hold,medium,no,-9.09,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.46（至近端压力 $67.72 仅 2.07 点，止损距离 4.49 ,
2022-09,DECK,2022-09-01,53.3117,中性偏弱,极强,mixed,none,hold,medium,no,-0.7,no,TN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$55.49）在当前价$53.31上方4.1%，价格已跌穿黄金棒信号区，多头支撑信,
2022-09,CDNS,2022-09-01,170.04,极弱,强,bullish,top,hold,low,no,-3.87,no,TN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$184.61）在当前价$170.04上方8.6%，价格已跌穿黄金棒信号区，多头支,
2022-10,ALNY,2022-10-03,196.79,极弱,强,mixed,none,hold,low,no,2.13,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$216.00）在当前价$196.79上方9.8%，价格已跌穿黄金棒信号区，多头支,
2022-10,SMCI,2022-10-03,5.707,弱,中性偏弱,mixed,none,hold,medium,no,24.03,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2022-10,DKS,2022-10-03,100.3522,中性偏弱,强,bullish,top,hold,medium,no,10.14,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；黄金棒（$104.78）在当前价$100.35上方4.4%，价格已跌穿黄金棒信号区，多头支,
2022-10,DECK,2022-10-03,53.8317,极弱,强,bullish,top,hold,low,no,12.62,YES,FN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；关键支撑$55.12已被跌破（当前价$53.83，跌破2.4%），结构支撑失效，多头止损参,
2022-10,ON,2022-10-03,64.79,弱,强,mixed,none,hold,medium,no,-0.44,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.09（至近端压力 $66.01 仅 1.22 点，止损距离 12.88,
2022-11,ALNY,2022-11-01,213.12,极强,强,bullish,none,buy,low,YES,5.2,YES,TP,时空状态=极强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.74（近端压力 $226.30 仅 13.2 点，止损距离 17.9 点）,
2022-11,DKS,2022-11-01,105.6888,强,强,bullish,none,buy,medium,YES,3.0,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.09（至压力 $106.37 仅 0.68 点，止损距离 7.2 点）,
2022-11,AXON,2022-11-01,147.59,强,强,bullish,top,buy,medium,YES,20.91,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $123.87 附近黄金棒确认再入场；风险收益比极差 0.05（,
2022-11,DECK,2022-11-01,60.4967,中性偏弱,强,bullish,top,hold,medium,no,11.93,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2022-11,LNG,2022-11-01,173.3009,强,强,bullish,top,buy,medium,YES,-0.56,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.25（至压力 $181.97 仅 8.7 点，止损距离 34.1 点）,
2022-12,AXON,2022-12-01,185.55,中性偏弱,强,bullish,none,hold,medium,no,-5.66,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.15（至近端压力 $194.83 仅 9.28 点，止损距离 61.3,
2022-12,DXCM,2022-12-01,118.03,中性偏弱,强,bullish,none,hold,medium,no,-1.8,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2022-12,SLB,2022-12-01,47.3195,中性偏弱,强,bullish,top,hold,medium,no,1.03,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.20（至近端压力 $50.12 仅 2.80 点，止损距离 14.00,
2022-12,SMCI,2022-12-01,9.051,中性偏弱,强,bullish,none,buy,low,YES,-9.48,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $6.89 附近黄金,
2022-12,BIIB,2022-12-01,301.85,中性偏弱,强,bullish,none,hold,medium,no,-9.42,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-01,AXON,2023-01-03,168.24,极弱,强,bullish,none,hold,low,no,17.44,YES,FN,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-01,SMCI,2023-01-03,8.386,极弱,强,bullish,none,buy,low,YES,-13.36,no,FP,时空状态=极弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $7.93 附近黄金棒确认再入场；风险收益比 0.30（近端压力,
2023-01,SLB,2023-01-03,47.2427,强,强,bullish,top,buy,medium,YES,7.66,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.53（近端压力 $50.12 仅 2.9 点，止损距离 5.5 点），轻仓,
2023-01,GILD,2023-01-03,75.9056,中性偏弱,强,bullish,top,hold,medium,no,-1.26,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.13（至近端压力 $78.88 仅 2.97 点，止损距离 22.95,
2023-01,AU,2023-01-03,17.9977,中性偏弱,强,mixed,none,hold,medium,no,4.97,YES,FN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比极差 0.05（至近端压力 $18.09 仅 0.09 点，止损距离 2.01 ,
2023-02,SCCO,2023-02-01,66.1413,中性偏弱,强,bullish,none,hold,medium,no,1.65,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.26（至近端压力 $69.45 仅 3.31 点，止损距离 12.77,
2023-02,FCX,2023-02-01,42.7852,中性偏弱,强,bullish,none,hold,medium,no,-3.77,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；当前价$42.79距关键支撑$41.55仅2.9%，破位风险高，请设好止损,
2023-02,AXON,2023-02-01,198.39,强,强,bullish,none,buy,medium,YES,5.87,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $179.70 附近,
2023-02,WMG,2023-02-01,34.1606,强,强,bullish,top,buy,medium,YES,-13.62,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；关键支撑$34.44已被跌破（当前价$34.16，跌破0.8%），结构支撑失效，多头止损参,
2023-02,HAL,2023-02-01,37.8051,中性偏弱,强,bullish,top,hold,medium,no,-11.14,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.05（至近端压力 $38.15 仅 0.35 点，止损距离 7.59 ,
2023-03,SCCO,2023-03-01,65.153,中性偏弱,强,bullish,top,hold,medium,no,1.38,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.08（至近端压力 $66.14 仅 0.99 点，止损距离 11.78,
2023-03,NVDA,2023-03-01,22.6477,中性偏弱,强,bullish,none,hold,medium,no,18.63,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-03,LVS,2023-03-01,55.3121,中性偏弱,强,bullish,none,hold,medium,no,2.05,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.12（至近端压力 $58.08 仅 2.77 点，止损距离 22.71,
2023-03,GE,2023-03-01,65.9547,中性偏弱,强,bullish,none,hold,medium,no,13.09,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.14（至近端压力 $67.75 仅 1.79 点，止损距离 12.77,
2023-03,FCX,2023-03-01,41.057,弱,强,bullish,none,hold,medium,no,-3.45,no,TN,时空状态=弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.36（至近端压力 $44.53 仅 3.48 点，止损距离 9.70 ,
2023-04,META,2023-04-03,211.2152,强,强,bullish,none,buy,medium,YES,14.26,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $175.38 附近黄金棒确认再入场；风险收益比 0.32（近端,
2023-04,NVDA,2023-04-03,27.9077,强,强,bullish,none,buy,medium,YES,1.2,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $22.63 附近黄金棒确认再入场；风险收益比极差 0.10（至,
2023-04,HUBS,2023-04-03,420.1,强,强,bullish,none,buy,medium,YES,-0.11,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；关键支撑$426.87已被跌破（当前价$420,
2023-04,GE,2023-04-03,76.043,强,强,bullish,none,buy,medium,YES,3.92,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $67.15 附近黄金棒确认再入场；风险收益比极差 0.17（至,
2023-04,AMD,2023-04-03,96.56,中性偏弱,强,bullish,none,hold,medium,no,-5.86,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.42（至近端压力 $102.47 仅 5.91 点，止损距离 14.2,
2023-05,META,2023-05-01,241.0631,强,强,bullish,none,buy,medium,YES,11.43,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $196.75 附近,
2023-05,NVDA,2023-05-01,28.8508,中性偏弱,强,bullish,none,hold,medium,no,38.25,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.26（至近端压力 $30.85 仅 2.00 点，止损距离 7.63 ,
2023-05,MSTR,2023-05-01,30.747,中性偏弱,强,bullish,none,hold,medium,no,-6.72,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.37（至近端压力 $35.28 仅 4.54 点，止损距离 12.13,
2023-05,HUBS,2023-05-01,420.85,中性偏弱,强,bullish,none,hold,medium,no,20.19,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；关键支撑$426.87已被跌破（当前价$420.85，跌破1.4%），结构支撑失效，多头止,
2023-05,AMD,2023-05-01,89.69,弱,强,bullish,top,hold,medium,no,28.85,YES,FN,时空状态=弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-06,META,2023-06-01,270.2369,强,强,bullish,none,buy,medium,YES,7.82,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $223.32 附近,
2023-06,SMCI,2023-06-01,23.102,强,强,bullish,none,buy,medium,YES,12.49,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $12.79 附近黄金棒确认再入场；风险收益比极差 0.08（至,
2023-06,NVDA,2023-06-01,39.6886,强,强,bullish,none,buy,medium,YES,10.47,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $28.70 附近黄金棒确认再入场；风险收益比极差 0.11（至,
2023-06,HUBS,2023-06-01,517.79,强,强,bullish,none,buy,medium,YES,4.2,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $435.04 附近,
2023-06,CRM,2023-06-01,209.2793,强,强,bullish,none,buy,medium,YES,1.13,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比 0.30（近端压力 $217.53,
2023-07,SMCI,2023-07-03,24.92,中性偏弱,强,bullish,none,buy,low,YES,26.52,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $17.78 附近黄金棒确认再入场；风险收益比 0.31（近端压,
2023-07,PLTR,2023-07-03,15.52,中性偏弱,强,bullish,none,hold,medium,no,25.63,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-07,NVDA,2023-07-03,42.3305,中性偏弱,强,bullish,none,buy,low,YES,9.27,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $34.18 附近黄,
2023-07,MDB,2023-07-03,411.42,中性偏弱,强,bullish,top,hold,medium,no,3.25,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-07,META,2023-07-03,283.5302,中性偏弱,强,bullish,none,hold,medium,no,10.76,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-08,SMCI,2023-08-01,33.756,强,强,bullish,none,buy,medium,YES,-14.11,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $24.45 附近黄金棒确认再入场；风险收益比极差 0.13（至,
2023-08,PLTR,2023-08-01,19.99,强,强,bullish,none,buy,medium,YES,-22.1,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $15.04 附近黄金棒确认再入场；风险收益比 0.68（近端压,
2023-08,MDB,2023-08-01,424.57,中性偏弱,强,bullish,top,hold,medium,no,-5.95,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；关键支撑$429.34已被跌破（当前价$424.57，跌破1.1%），结构支撑失效，多头止,
2023-08,NVDA,2023-08-01,46.4166,中性偏弱,强,bullish,none,buy,low,YES,7.1,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $40.43 附近黄,
2023-08,MRVL,2023-08-01,65.3215,中性偏弱,强,bullish,none,hold,medium,no,-9.14,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考,
2023-09,SMCI,2023-09-01,28.216,中性偏强,中性偏弱,bullish,none,buy,medium,YES,-0.72,no,FP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $27.55 附近黄金棒确认再入场,
2023-09,PLTR,2023-09-01,15.18,中性偏强,中性偏弱,mixed,none,hold,medium,no,5.74,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2023-09,MDB,2023-09-01,392.88,中性偏强,中性偏弱,bullish,top,buy,medium,YES,-13.32,no,FP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $388.80 附近黄金棒确认再入场；风险收益比 0.74（近端,
2023-09,NVDA,2023-09-01,48.4147,强,中性偏弱,bullish,top,buy,medium,YES,-11.52,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $44.44 附近黄金棒确认再入场；风险收益比极差 0.27（至,
2023-09,RCL,2023-09-01,95.0114,弱,中性偏弱,mixed,top,hold,medium,no,-7.52,no,TN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考；风险收益比较差 0.47（至近端压力 $106.66 仅 11.65 点，止损距离 24.,
2023-10,SMCI,2023-10-02,28.886,中性偏强,中性偏弱,bullish,none,buy,medium,YES,-12.25,no,FP,时空状态=中性偏强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $28.07 附近黄金棒确认再入场,
2023-10,OVV,2023-10-02,42.4691,中性偏弱,强,mixed,none,hold,medium,no,0.9,YES,FN,时空状态=中性偏弱 趋势排列=mixed,无Claude分析，仅供参考；当前价$42.47距关键支撑$42.44仅0.1%，破位风险高，请设好止损,
2023-10,DELL,2023-10-02,64.52,中性偏弱,强,bullish,none,buy,low,YES,-1.92,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $57.65 附近黄金棒确认再入场；风险收益比极差 0.18（至,
2023-10,MPC,2023-10-02,141.7888,中性偏弱,强,bullish,top,hold,medium,no,0.91,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.19（至近端压力 $148.88 仅 7.09 点，止损距离 36.9,
2023-10,HAL,2023-10-02,37.3145,中性偏弱,强,bullish,none,hold,medium,no,-2.05,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.41（至近端压力 $39.49 仅 2.17 点，止损距离 5.25 ,
2023-11,DELL,2023-11-01,65.8139,极强,强,bullish,none,buy,low,YES,6.79,YES,TP,时空状态=极强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.13（至压力 $68.77 仅 3.0 点，止损距离 22.3 点），,
2023-11,MPC,2023-11-01,146.6941,强,强,bullish,top,buy,medium,YES,-2.39,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.03（至压力 $147.76 仅 1.1 点，止损距离 41.8 点）,
2023-11,OVV,2023-11-01,44.1946,中性偏弱,强,bullish,top,hold,medium,no,-8.0,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.06（至近端压力 $44.37 仅 0.18 点，止损距离 3.02 ,
2023-11,HAL,2023-11-01,36.9861,极弱,强,mixed,none,hold,low,no,-6.37,no,TN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$40.38）在当前价$36.99上方9.2%，价格已跌穿黄金棒信号区，多头支撑信,
2023-11,LLY,2023-11-01,543.9323,极弱,中性偏弱,mixed,none,hold,low,no,6.61,YES,FN,时空状态=极弱 趋势排列=mixed,无Claude分析，仅供参考；黄金棒（$598.91）在当前价$543.93上方10.1%，价格已跌穿黄金棒信号区，多头,
2023-12,DELL,2023-12-01,68.9384,中性偏弱,强,bullish,none,buy,low,YES,5.0,YES,TP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比极差 0.12（至压力 $70.05,
2023-12,CRWD,2023-12-01,58.7575,强,强,bullish,none,buy,medium,YES,6.68,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $46.48 附近黄金棒确认再入场；风险收益比极差 0.17（至,
2023-12,PGR,2023-12-01,148.6088,中性偏弱,强,bullish,none,hold,medium,no,-2.66,no,TN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比较差 0.26（至近端压力 $156.04 仅 7.43 点，止损距离 29.0,
2023-12,WSM,2023-12-01,93.9134,强,强,bullish,none,buy,medium,YES,6.97,YES,TP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；重度超扩延，建议等待回踩 $76.06 附近黄金棒确认再入场；风险收益比极差 0.18（至,
2023-12,URA,2023-12-01,25.3358,强,强,bullish,none,buy,medium,YES,-5.38,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；风险收益比 0.40（近端压力 $26.60 ,
2024-01,MSTR,2024-01-02,68.515,强,强,bullish,none,buy,medium,YES,-27.54,no,FP,时空状态=强 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $50.15 附近黄,
2024-01,CRWD,2024-01-02,61.7225,中性偏弱,强,bullish,none,hold,medium,no,17.76,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.15（至近端压力 $64.81 仅 3.09 点，止损距离 20.22,
2024-01,GDDY,2024-01-02,103.0,中性偏弱,强,bullish,top,hold,medium,no,1.88,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.13（至近端压力 $107.41 仅 4.41 点，止损距离 33.2,
2024-01,WSM,2024-01-02,97.4906,中性偏弱,强,bullish,none,buy,low,YES,-2.68,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；实时顶背离预警：新高动能不足，注意见顶风险；重度超扩延，建议等待回踩 $84.56 附近黄,
2024-01,RBLX,2024-01-02,42.99,中性偏弱,强,bullish,none,buy,low,YES,-12.39,no,FP,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比 0.34（近端压力 $45.54 仅 2.5 点，止损距离 7.4 点），轻仓,
2024-02,CRWD,2024-02-01,74.8425,中性偏弱,强,bullish,none,hold,medium,no,7.8,YES,FN,时空状态=中性偏弱 趋势排列=bullish,无Claude分析，仅供参考；风险收益比极差 0.11（至近端压力 $78.58 仅 3.74 点，止损距离 33.34,
2024-02,MSTR,2024-02-01,50.348,中性偏强,中性偏弱,mixed,none,hold,medium,no,98.49,YES,FN,时空状态=中性偏强 趋势排列=mixed,无Claude分析，仅供参考,
2024-02,RBLX,2024-02-01,39.33,弱,强,mixed,none,hold,medium,no,2.04,YES,FN,时空状态=弱 趋势排列=mixed,无Claude分析，仅供参考,
2024-02,RKT,2024-02-01,11.9992,极强,强,bullish,none,buy,low,YES,0.4,YES,TP,时空状态=极强 趋势排列=bullish,无Claude分析，仅供参考,
